author,published_at,updated_at,like_count,text
@Stream_of_unconsiousness,2024-06-20T06:39:15Z,2024-06-20T06:39:15Z,0,"Listenijg to this album... like, its not that bad lmao. I feel like it does come off the same way as captain beefheart lmao, like can we admit that blues in general is dissonant and fucking wacked out. Tom waits? Bob dylan? None of that shit is cohesive, but it sounds cool."
@sebastianm6458,2024-06-13T05:27:16Z,2024-06-13T05:27:16Z,0,EAT WHATS ON YOUR PLATE <br>FILL YOURSELF WITH HATE
@Humbledman632,2024-06-10T21:42:12Z,2024-06-10T21:42:12Z,0,No way people are saying Fanta o is wrong on this one☠️ kid cudi glazers can’t admit when an album is bad
@tonynamaste860,2024-06-07T12:42:25Z,2024-06-07T12:42:25Z,0,This album is amazing you cuck
@tonynamaste860,2024-06-07T12:41:25Z,2024-06-07T12:41:25Z,0,NO MORE CHICKEN SANDWICHES YES ILL PAY FOR THE DAMAGES
@isaiahromero9861,2024-05-25T21:40:26Z,2024-05-25T21:40:26Z,0,Whats that album behind him with the constellation
@yungbloods-yn8ei,2024-05-24T02:55:32Z,2024-05-24T02:55:32Z,1,"I love this album, ya&#39;ll can&#39;t change my mind"
@Zynphkree,2024-05-13T02:03:22Z,2024-05-13T02:03:30Z,2,maybe if it was called to pimp a speeding bullet he wouldve given it a 10<br><br><br><br><br><br>as a side note i genuinely have never seen him this upset during a review he actually was being tortured by this album
@ketkash136,2024-05-11T15:25:56Z,2024-05-11T15:25:56Z,1,If the name of the album was To Pimp A Speedin Bullet 2 Heaven he would have given it a 10
@henryd98,2024-05-08T18:06:34Z,2024-05-08T18:06:34Z,2,I liked it
@massondouglas3796,2024-05-06T05:49:16Z,2024-05-06T05:49:16Z,1,Cudi fuckin rocks....this guy has never made anything but a reaction video
@bobcoolguy4,2024-04-23T17:17:12Z,2024-04-23T17:17:12Z,1,L
@Self-unaliver,2024-04-07T12:39:33Z,2024-04-07T12:39:33Z,0,At least we know Anthony isnt depressed
@joeMW284,2024-03-31T18:14:49Z,2024-03-31T18:14:49Z,2,Late to the party but... a zero? C&#39;mon now. This album destroys Angelic 2 the Core.. You threw Miley Cyrus and Her Dead Petz a bone and gave that trash a 1.. that&#39;s WAY worse than this. This album at least has some genuine emotion poured into it. I dig a handful of tracks on it.
@chaselove8708,2024-03-17T01:33:20Z,2024-03-17T01:33:20Z,5,I use to hate the album... But now I love it!!
@unknownarc,2024-03-03T15:24:11Z,2024-03-03T15:24:11Z,9,maturing is realising Fantano was wrong.
@jhndxtr9249,2024-02-20T08:46:15Z,2024-02-20T08:46:15Z,3,This album is a classic
@lincolnchaza9727,2024-01-21T19:01:19Z,2024-01-21T19:01:19Z,3,I like all Kid Cudi Albums they have this raw element of creative energy
@dr.aisaitl7439,2024-01-21T13:06:41Z,2024-01-21T13:07:48Z,6,"I&#39;m not saying Fantano was wrong to see this as a bad album or criticise the music. I think it&#39;s bad. But it was wack as fuck of him to personally attack Kid Cudi for his state of mind and drug addiction. He even recognized that many of Cudi&#39;s lyrics were extremely depressed and suicidal. For Anthony to not infer that Cudi was really struggling at the very least is really irresponsible, and calling an artistic work of him putting his suicidal thoughts on his sleeve as boring pretentious garbage seems in poor taste"
@melvification,2024-01-18T05:42:17Z,2024-01-18T05:42:17Z,2,MELTING is a banger tho
@billysobolik,2024-01-11T00:42:52Z,2024-01-11T00:42:52Z,1,I can kinda groove to the first minute of &quot;Confused&quot; if I don&#39;t pay attention to the lyrics. That&#39;s just about the nicest thing I can say about this album.
@808sandheartbreaklover24,2023-12-28T20:20:19Z,2023-12-28T20:20:19Z,0,should I listen to this
@brazydondada,2023-12-28T13:00:25Z,2023-12-28T13:00:25Z,1,This is fantanos biggest video lol KING 👑 CUDI
@daved6536,2023-12-24T00:56:50Z,2023-12-24T00:56:50Z,2,CONFUSED! is ok though. honestly kinda good
@Eloweh,2023-12-19T17:19:03Z,2023-12-19T17:19:03Z,1,I feel like this album just needs to be listened to in a certain mood. You need to relate to be a huge fan of Cudi
@Blaza303,2023-11-29T17:58:40Z,2023-11-29T17:58:40Z,0,I predict Melon will retire from youtube 10 years from now
@mysteries_117,2023-11-13T17:05:33Z,2023-11-13T17:05:33Z,2,I thought the album was fine
@flz_5848,2023-10-24T21:30:13Z,2023-10-24T21:30:13Z,18,You gave this album a 0 which is basically a Light 0 which is basically a Decent 0 which is basically a Strong 0 which is basically a Light 1 which is basically a Decent 1 which is basically a Strong 1 which is basically a Light 2 which is basically a Decent 2 which is basically a Strong 2 which is basically a Light 3 which is basically a Decent 3 which is basically a Strong 3 which is basically a Light 4 which is basically a Decent 4 which is basically a Strong 4 which is basically a Light 5 which is basically a Decent 5 which is basically a Strong 5 which is basically a Light 6 which is basically a Decent 6 which is basically a Strong 6 which is basically a Light 7 which is basically a Decent 7 which is basically a Strong 7 which is basically a Light 8 which is basically a Decent 8 which is basically a Strong 8 which is basically a Light 9 which is basically a Decent 9 which is basically a Strong 9 which is basically a 10.
@buttzilla6958,2023-10-24T00:12:42Z,2023-10-24T00:12:42Z,0,You can literally see the chair in this one… and no one noticed until he pointed out that he sits
@sp0ngey,2023-10-22T19:39:31Z,2023-10-22T19:39:31Z,2,I love this album
@joonan9757,2023-10-06T19:39:44Z,2023-10-06T19:39:44Z,1,I hate this guy
@user-tj3oe7fh1b,2023-09-17T08:51:42Z,2023-09-17T08:51:42Z,3,You have to be in a certain space to discover this you can’t just listen and the demo tracks went over his head because he don’t make music. Music is for him not you
@Humble-iq5ue,2023-09-15T20:37:30Z,2023-09-15T20:37:30Z,1,Speeding bullet to the trash can 😅
@iBuyHousesFastOhio,2023-09-15T14:26:35Z,2023-09-15T14:26:35Z,2,I hate how people like you can have a voice.
@andrei11dr,2023-09-09T10:05:05Z,2023-09-09T10:05:05Z,4,"Today I had this thought &quot;oh yeah that thing, let me give it another listen,  maybe it wasn&#39;t as bad as I remember&quot;<br>Yeah,  I got 3 songs in and then checked the run time and saw 90 MINUTES and I backed the fuck down. <br>Unless you&#39;re an amazing songwriter,  punk rock and long run times don&#39;t go well together"
@dionysusyphus,2023-08-16T21:31:13Z,2023-08-16T21:31:13Z,0,"Unless you experienced the &quot;Dark Night Soul&quot;(or the &quot;Kundalini Blues&quot; as I call it) on your Psychological/Spiritual/Artodyic journey to finding wholeness/enlightenment/individuation and also are honest enough with  oneself&#39;s to realize the piece of trash many of us also are too, deep down[and of course have a biase for grunge music, perhaps because of those reasons] then you probably should even listen or attempt to judge this music, its made for the few who&#39;ve been their and if you have you realize the rare masterpiece it was that most artist<br><b>(until the indie scene literally took this main stream n this album would probably top some charts if released today with all the indie, psychedic, music, festival, thats celebratory while still emo that erupted slowly through the years after its release..)</b><br>never take those chances and I&#39;m beyond grateful he did."
@fizzie2301,2023-08-06T07:04:31Z,2023-08-06T07:04:31Z,1,I really wish you would’ve put a Beavis and Butthead skit at the end of this review. Missed opportunity
@kristofermccormack6,2023-07-31T14:51:43Z,2023-07-31T14:51:43Z,5,I watch this when I need cheering up
@yungboiii515,2023-07-30T17:52:02Z,2023-07-30T17:52:02Z,1,Bruh u wrong this album deserves at least like a solid 5 or sum not 0. You should give Lil Pump a zero💀
@dimasguerreiro,2023-07-30T00:32:49Z,2023-07-30T00:32:49Z,2,"Melon should do a redux of this, i think SB2H is actually amazing"
@jacksonwatkins6431,2023-06-08T02:55:41Z,2023-06-08T02:55:41Z,7,"The album reminds me of how I once heard The Room described: A movie made by someone who has never seen a movie but had movies described to them. SB2H sounds like an album made by a person who has never heard a 90&#39;s alternative album but has had 90&#39;s alternative music explained to them. Also a person who doesn&#39;t have the chops to make this kind of music. Which is not to say that it takes virtuosic chops, and not to say that Scott isn&#39;t talented, he&#39;s just not a good singer or musician in the way that the music he was trying to make demands."
@solidius2224,2023-05-30T21:30:28Z,2023-05-30T21:30:28Z,14,"<a href=""https://www.youtube.com/watch?v=CJDcbwpsjU0&amp;t=460"">7:40</a> I literally rewatch this video for this part"
@NHL-Z,2023-05-29T11:36:12Z,2023-05-29T11:36:12Z,15,This is one of the only albums I can pick up when I feel like everything is falling apart around me. For anyone that’s ever been severely depressed and/or battling addiction this project hits in places other can’t.
@hipass_,2023-05-28T09:22:01Z,2023-05-28T09:22:01Z,1,This is def his funniest thumbnail ever
@u2rocks7993,2023-05-25T14:52:48Z,2023-05-25T14:52:48Z,18,"I can understand why people don’t like this album, but for me, it’s honesty and raw amount of ass really speaks to me."
@destruktow5891,2023-05-19T23:57:04Z,2023-05-19T23:57:04Z,9,fact is that this album IS cudi. this is the rawest emotion he&#39;s ever expressed. if you hate this album you&#39;ve never felt anything close to what cudi felt when making it
@kanyewestandkidcudilover,2023-05-09T16:47:41Z,2023-05-09T16:47:41Z,7,This album aged like milk
@ryderrodriguez4179,2023-03-30T15:09:02Z,2023-03-30T15:09:02Z,5,its kinda sad how blind this video is but its valid for the time it was released because people where shocked by change
@Thdarkonex3,2023-03-18T19:39:20Z,2023-03-18T19:39:20Z,2,Jus relistened and yeah how can you like grunge and say that the lyrics in this album isn’t that great when Kurt cobain himself was saying Lyrics such as mosquito and etc . The problem is with critics is y’all contradict yourselfs a lot . Which is the issue in my personal opinion grunge music was always suppose to be abstract and a bit off putting but at the same time a vibe . It is the genre for chaos and emotions . Whether in anger or sadness . It jus seems to me fantano you don’t really know what you be talking about alot of times . And you’ve jus never had real depression or pain in your life to understand how raw this album was . Cudi was almost gone but he made this album to be able to live . I get you wanna talk about guitar tones and etc but the songs aren’t that bad in the slightest . This feels like the mos real grunge sounding album since the 90s . Now adays hardly anyone plays instruments . And music isn’t always about a certain formula . It’s about feeling .
@jackb.5182,2023-03-12T02:03:43Z,2023-03-12T02:03:43Z,2,cudis best album
@Kevzy7,2023-03-11T19:25:22Z,2023-03-11T19:25:22Z,2,Kid Cudi struggled with drugs and depression during the time the album came out which probably explains why this album was a monstrosity.
@Kevzy7,2023-03-11T19:18:17Z,2023-03-11T19:18:17Z,6,Speeding bullet 2 hell
@BABOAP,2023-03-09T14:54:11Z,2023-03-09T14:54:23Z,9,Machine Gun Kelly got a higher score than this😭😭😭
@bruh......2005,2023-02-20T22:27:17Z,2023-02-20T22:27:17Z,2,"This review is still funny till this day, but the album has definetly grown on me alot ngl. And I&#39;m glad I ain&#39;t the only one from looking at some recent comments."
@ericksantoscruz2951,2023-02-18T21:23:07Z,2023-02-18T21:23:07Z,2,I guess you don&#39;t smoke dope like Kid Cudi
@abrahamlincoln1600,2023-02-14T17:19:21Z,2023-02-14T17:19:21Z,4,"Am I the only one that oddly found a couple of the demo songs more enjoyable, than the actual main part of the album?"
@hasanz7585,2023-02-09T05:12:17Z,2023-02-09T05:12:17Z,5,"As badly put together as this album is, there are a few highlights for me, some of the tracks here really do capture the feeling of intense depression"
@itstristanwells,2023-01-31T08:26:57Z,2023-01-31T08:26:57Z,7,i rate this album review video a 0/10
@moomootheocelot,2023-01-20T03:02:39Z,2023-01-20T03:02:39Z,1,The Pete &amp; Pete vinyl is so cool
@conors8117,2023-01-14T05:42:26Z,2023-01-14T05:42:26Z,19,His &quot;0&quot; reviews are so funny because he sounds legitimately offended by the music
@Hideotic,2023-01-12T19:47:14Z,2023-01-12T19:47:14Z,1,What’s wrong with hair-cake and cornerstones?
@Hideotic,2023-01-11T15:09:53Z,2023-01-11T15:09:53Z,1,The teacher is you dude
@bumboy5348,2023-01-09T06:00:37Z,2023-01-09T06:00:37Z,8,This album is great. Fuck you fantano
@PubeHairForestFire,2023-01-08T18:37:10Z,2023-01-08T18:37:10Z,3,"I really love SBTH, THE WHOLE THING including the skits(i can understand the skit hate). I dislike 1 song only which is the acoustic version of the album title song. I don&#39;t dislike the album length but a really long deluxe version should&#39;ve  happened. I love SBTH but  if I HATED it I would score it at least a 3.4 . 0 is a bit extreme. I would agree its boring AS FUCK if unrelatable. I would assume it&#39;s impossible to like/relate to EVERY song unless you have been in that same headspace &amp; I definitely have been &amp; can relate 100%. If you&#39;ve never been (((extremely))) suicidal for a (really) long time I could understand liking half the album or almost none of it. There&#39;s definitely people that 100% relate  but still hate it tho. At least a 3 if I hated it definitely not a 0. I couldn&#39;t believe anyone who likes this album has a horrible taste in music. Bad music tastes do exist but There&#39;s A LOT of horrendus albums that are beyond worse in comparison. SBTH has many haters, but also has a MASSIVE amount of fans. So if a MASSIVE fan base exists then cudis mission was acomplished very well. Im  not a cringy hate my life edge-lord fake depressed person, I can genuinely relate to SBTH as a 27 year old."
@MisterQuasar,2023-01-08T05:33:14Z,2023-01-08T05:33:14Z,5,Desperate need of a Redux
@AddyWakeUp,2022-12-30T18:33:01Z,2022-12-30T18:33:01Z,3,My favorite album of all time
@mikuaua,2022-12-17T17:29:59Z,2022-12-17T17:29:59Z,267,I love this album.. it&#39;s so raw. It definitely becomes better when you&#39;re at your lowest.
@brendan594,2022-12-17T06:51:03Z,2022-12-17T06:51:03Z,2,It’s funny that Cudi did a full 180 from SB2H to PPDS then to KSG
@brendan594,2022-12-17T06:49:39Z,2022-12-17T06:49:39Z,4,This is one of those albums that you’ll only like if you’re at ur lowest
@brendan594,2022-12-17T06:36:39Z,2022-12-17T06:36:39Z,57,"I can understand why people don’t like this album, but personally, it has grown on me mainly bc u can feel the raw emotion that Cudi expresses"
@pixelperfect1729,2022-12-14T03:49:49Z,2022-12-14T03:49:49Z,1,This review is the equivalent of a rage quit.
@stop.,2022-12-10T12:53:57Z,2022-12-10T12:53:57Z,0,cal had a point honestly
@alyonamikhajlova8318,2022-11-29T11:25:19Z,2022-11-29T11:25:19Z,5,"I&#39;ve never listened to him before, but I found out about the album in the video &quot;its so bad, which so good&quot;. I love this album from start to finish. I even got myself a tattoo with the name of the song."
@PanicJackShow,2022-11-28T14:36:28Z,2022-11-28T14:36:28Z,2,I love this album.
@stevendarst3251,2022-11-24T22:53:52Z,2022-11-24T22:53:52Z,6,I love this album I wish he&#39;d make more music like this. If anyone knows something similar let me know
@mula070,2022-11-06T22:03:11Z,2022-11-06T22:03:11Z,3,best album of all time! he did what kurt did but better..all the pain he endured was put into that album and absolu im not even going to finish ur all to close minded 🤷🏻‍♂️
@crm7428,2022-10-28T07:14:40Z,2022-10-28T07:14:40Z,16,"I can&#39;t explain it in words, but this is the best album of all time"
@ubifan2522,2022-10-09T11:44:00Z,2022-10-09T11:44:00Z,3,I didn’t dig this album when I first heard it but recently giving it another was a pretty good idea cause I’ve found something to really dig and appreciate it sometimes I just put on Confused or the titled song to push back and fight the darkness that hits me sometimes so now I pretty much adore to at least like every Cudi album
@kyhxx,2022-10-08T16:45:22Z,2022-10-08T16:45:22Z,0,. lmao nod - 10.8. if didn’t skim thru album prob would’ve blwn brains out too💀- it had interstng sects bt th beavisbthd was terribl^
@ohhKilla,2022-10-05T22:16:22Z,2022-10-05T22:16:22Z,1,Classic 😂😂
@kobe-wankenobi6843,2022-10-01T03:46:17Z,2022-10-01T03:46:17Z,3,He didnt even get to talk about The Return of Chip Douglas...
@roberttooley3573,2022-09-17T20:39:43Z,2022-09-17T20:39:43Z,0,When you Danny.
@mrlevinielsen,2022-09-10T10:56:29Z,2022-09-10T10:56:29Z,1,"Kid Cudi aside, I feel <a href=""https://www.youtube.com/watch?v=CJDcbwpsjU0&amp;t=591"">9:51</a> on another level"
@plum.world.entertainment,2022-09-09T02:26:00Z,2022-09-09T02:26:00Z,8,cudi the only mf who can drop some of the best and worst music ever
@turboshazed7370,2022-09-08T04:23:51Z,2022-09-08T04:23:51Z,0,Red Sabbath is the worst song. Uuuugh.
@Burst644,2022-08-09T01:00:20Z,2022-08-09T01:00:20Z,5,Judgemental cunt is the worst thing I&#39;ve ever heard
@xXgtagod369Xx,2022-08-01T01:41:04Z,2022-08-01T01:41:04Z,0,"Aweeeeeeeeee the hair cake reference :,,,)"
@Itzhamishh,2022-07-31T15:48:43Z,2022-07-31T15:48:43Z,2,"i think this is a solid 8 to a 9, i really enjoyed this album. i usually agree with anthony a lot but don’t agree with this"
@alexyoung5836,2022-07-25T01:10:25Z,2022-07-25T01:10:25Z,10,"This is one of Fantano’s best reviews. Relatively balanced and fair in the beginning - looking for a saving grace and really “trying” to give the record its due process. Some good Beavis and Butthead and Cudi impressions too. But then his tone changes and his contempt for the record comes out. “You can’t say the singing is good. You cannot. YOU CAN’T!”<br><br>It’s stuff like this where his performance convinces you that he has no choice but to give the album a zero, because otherwise he wouldn’t be doing his job. And he does it in a performative way that wouldn’t be nearly as effective if you were just reading the review on paper."
@fuckingblackgod,2022-07-20T11:56:34Z,2022-07-20T11:56:34Z,4,"The album is a feeling. It&#39;s not about polished, well produced shit. That&#39;s some emo girl pop. This is about when you&#39;re at absolute rock bottom, torn the fuck up, raw and rough af. Just coarse, black darkness. You will understand this album then. Life has to hit you first. I know this now."
@mr.selfdestruct5845,2022-07-17T04:47:00Z,2022-07-17T04:47:00Z,7,"this is by no mean cudi&#39;s best but it&#39;s not the worst thing in the world either <br><br>there are some good songs it&#39;s at the very least a 5/10, it does get tiring specially at the demo tracks"
@Itzhamishh,2022-07-06T12:47:40Z,2022-07-06T12:47:40Z,2,i like this album -hamish
@nickl6373,2022-06-19T02:02:26Z,2022-06-19T02:04:31Z,3,"Speeding bullet to hell through his head,<br>Im a huge cudi fan btw"
@satfat1232,2022-06-17T16:14:38Z,2022-06-17T16:14:38Z,4,This album is horrible but I don’t think you should’ve talked about his mental health in a negative sense. Especially when he was actually losing his mind during this album and it’s nothing to joke about.
@samburgess5,2022-06-14T04:29:49Z,2022-06-14T04:29:49Z,0,Love that Polaris record back there! Pete and Pete!
@calebmatthews5840,2022-06-09T09:14:43Z,2022-06-09T09:14:43Z,1,you have no taste bro sorry TONY also ur bald
@KingThrillgore,2022-06-06T21:20:38Z,2022-06-06T21:20:38Z,3,"Hey Beavis, you remember that time we were on that shitty Kid Cudi album?"
@Phantom-gi4ll,2022-06-02T23:42:48Z,2022-06-02T23:42:48Z,0,Hey pinot
@joshuasites1008,2022-05-30T00:20:30Z,2022-05-30T00:20:30Z,0,"Decent to strong 2, not a good album..."
@uglyaniimals,2022-05-23T04:45:02Z,2022-05-23T04:45:02Z,1,"fantano&#39;s released so many negative reviews since this one but this still might be my favorite, so fucking funny"
